JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2415990.569066,3.36,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415990.5700,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2415990.583065,3.39,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415990.5840,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2415990.592064,3.47,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415990.5930,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2415990.597064,3.54,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415990.5980,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2415990.605063,3.47,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415990.6060,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2415990.616062,3.64,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415990.6170,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2415990.625061,3.33,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415990.6260,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2415990.629061,3.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415990.6300,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2415990.639060,3.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415990.6400,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2415996.339556,3.36,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2415996.3410,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.301928,2.65,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.3050,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.315927,2.52,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.3190,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.331926,2.82,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.3350,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.388922,3.29,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.3920,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.409920,3.44,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.4130,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.425919,3.58,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.4290,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.454917,3.36,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.4580,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.479915,3.37,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.4830,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.513912,3.21,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.5170,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416016.546910,2.82,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 71.  HARVARD PHOTOMETRY.,,,Z,,,2416016.5500,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416039.360501,3.45,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416039.3650,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416039.381500,3.55,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416039.3860,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416039.395500,3.32,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416039.4000,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416039.422498,2.98,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416039.4270,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416039.436498,2.89,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416039.4410,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416039.461496,2.78,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416039.4660,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416039.485495,2.68,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416039.4900,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416062.272,3.3,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416062.295,3.4,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416062.309,3.4,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416062.343,3.3,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416062.372,3.1,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416062.413,2.5,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416062.453,2.6,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416082.384829,3.47,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416082.3900,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416082.402829,3.39,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416082.4080,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416082.412830,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416082.4180,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416082.436830,3.25,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416082.4420,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416082.461831,2.92,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416082.4670,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416085.264,3.7,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416085.292,3.7,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416099.229,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416099.507374,3.01,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416099.5120,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416099.524375,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416099.5290,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416099.538375,3.32,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416099.5430,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416099.551376,3.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416099.5560,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416099.571377,3.51,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416099.5760,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416099.581377,3.43,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416099.5860,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416099.651381,3.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416099.6560,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416105.33,3.2,,,Vis.,LOQ,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416108.222,3.1,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416108.283,2.7,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416108.401,2.5,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416118.422,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416128.226183,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416128.2290,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416128.304190,2.86,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416128.3070,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416128.317191,2.86,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416128.3200,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416128.340192,2.70,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416128.3430,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416128.371195,2.54,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416128.3740,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416138.299,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416143.369,2.3,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416148.332907,3.54,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416148.3340,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416148.350908,3.30,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416148.3520,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416148.391912,2.71,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416148.3930,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416165.327478,2.33,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416165.3270,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416165.367482,2.53,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416165.3670,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416165.413486,2.99,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416165.4130,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416165.446489,3.22,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416165.4460,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416165.491493,3.52,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416165.4910,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416165.510495,3.63,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416165.5100,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416169.431,2.3,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416171.323,3.0,,,Vis.,LEZ,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416171.344,2.9,,,Vis.,LEZ,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416171.365,2.4,,,Vis.,LEZ,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416171.385,2.2,,,Vis.,LEZ,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416171.406,2.1,,,Vis.,LEZ,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416171.427,2.1,,,Vis.,LEZ,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416171.448,2.1,,,Vis.,LEZ,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416174.408,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416177.383,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416380.524005,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416380.5270,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416380.539004,3.23,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416380.5420,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416380.559002,3.43,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416380.5620,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416380.564002,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416380.5670,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416380.571002,3.52,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416380.5740,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416383.374795,2.74,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416383.3780,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416383.418792,3.19,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416383.4220,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416383.451789,3.50,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416383.4550,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416386.402580,2.73,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416386.4060,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416386.464576,2.60,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416386.4680,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416403.386561,2.55,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416403.3910,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416403.402560,2.65,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416403.4070,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416495.289327,3.23,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416495.2920,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416495.351332,2.95,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416495.3540,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416496.392,2.5,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416499.396,2.5,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416502.285,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416517.388,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416524.292,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416526.405,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416550.363,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416583.361,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416702.462,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416704.487567,3.12,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416704.4870,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416704.501565,3.23,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416704.5010,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416704.515564,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416704.5150,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416704.525563,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416704.5250,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416704.553561,3.25,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416704.5530,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416704.567559,3.32,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416704.5670,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416704.584558,3.42,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416704.5840,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416704.602556,3.41,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416704.6020,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416704.616555,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416704.6160,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416705.458,2.3,,,Vis.,OAW,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416708.455,2.5,,,Vis.,OAW,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416720.683,2.4,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416721.41,2.7,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416728.365,2.4,,,Vis.,PMN,,,,unknown,B,,,Z,,,,BETA PER,RASNZ-VSS,STD,,,,BAAVSS
2416730.683,2.6,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416731.396,2.1,,,Vis.,PMN,,,,unknown,B,,,Z,,,,BETA PER,RASNZ-VSS,STD,,,,BAAVSS
2416733.396,2.6,,,Vis.,PMN,,,,unknown,B,,,Z,,,,BETA PER,RASNZ-VSS,STD,,,,BAAVSS
2416738.381,2.3,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416740.392,2.5,,,Vis.,PMN,,,,unknown,B,,,Z,,,,BETA PER,RASNZ-VSS,STD,,,,BAAVSS
2416741.448,2.3,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416742.398,2.8,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416744.747,3.3,,,Vis.,CBC,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416745.328,2.2,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416747.45,2.3,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416750.418667,3.31,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416750.4220,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416750.439666,3.40,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416750.4430,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416750.454665,3.48,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416750.4580,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416750.46,3.7,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416750.468664,3.39,,,Vis.,VAJ,,NA,,NA,OBS. ON P. 72.  HARVARD PHOTOMETRY.,,,Z,,,2416750.4720,BET PER,AAVSO,STD,,1930JO.....13...68V,PKV,
2416751.453,2.2,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416752.381,2.7,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416753.321,3.4,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416753.396,3.0,,,Vis.,OAW,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416753.435,3.0,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416755.358,2.1,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416756.389,2.3,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416757.437,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416758.326,2.1,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416761.396,2.3,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416765.414,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416765.458,2.3,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416766.351,1.9,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416766.428,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416767.414,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416799.24,3.1,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416799.257,2.9,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416799.28,2.9,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416799.29,2.8,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416799.341,2.4,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416799.366,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416800.324,2.3,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416807.318,2.1,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416809.312,2.3,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416814.264,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416816.33,3.3,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416816.413,3.9,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416816.478,2.9,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416817.323,2.3,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416818.24,2.4,,,Vis.,MWK,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
2416819.415,2.9,,,Vis.,FIE,,,,unknown,NE,,,Z,,,,BETA PER,BAA-VSS,STD,,,,BAAVSS
